                                                                   Step 
variable                                                              0     1     2 
Check_spec~30.T_node~0.p1                                         false false false 
Check_spec~30.T_node~0.repairNode_0_0~0.Commanded_Flow_Rate          42    42    42 
Check_spec~30.T_node~0.repairNode_0_0~0.Current_System_Mode           9     9     9 
Check_spec~30.T_node~0.repairNode_0_0~0.R                         false false false 
Check_spec~30.T_node~0.repairNode_0_0~0.R_l                       false false false 
Check_spec~30.T_node~0.repairNode_0_0~0.R_l_l                     false false false 
Check_spec~30.T_node~0.repairNode_0_0~0.R_l_r                     false false false 
Check_spec~30.T_node~0.repairNode_0_0~0.R_r                       false false false 
Check_spec~30.T_node~0.repairNode_0_0~0.R_r_l                     false false false 
Check_spec~30.T_node~0.repairNode_0_0~0.R_r_r                     false false false 
Check_spec~30.T_node~0.repairNode_0_0~0.System_On                 false false false 
Check_spec~30.T_node~0.repairNode_0_0~0.const_hole_1_1                8     8     8 
Check_spec~30.T_node~0.repairNode_0_0~0.const_hole_3_3              256   256   256 
Check_spec~30.T_node~0.repairNode_0_0~0.const_hole_6_6                0     0     0 
Check_spec~30.T_node~0.repairNode_0_0~0.const_hole_8_8               23    23    23 
Check_spec~30.T_node~0.repairNode_0_0~0.inner_hole_0_0                6     6     6 
Check_spec~30.T_node~0.repairNode_0_0~0.inner_hole_2_2               17    17    17 
Check_spec~30.T_node~0.repairNode_0_0~0.inner_hole_4_4                1     1     1 
Check_spec~30.T_node~0.repairNode_0_0~0.inner_hole_5_5                6     6     6 
Check_spec~30.T_node~0.repairNode_0_0~0.inner_hole_7_7               15    15    15 
Check_spec~30.T_node~0.repairNode_0_0~0.inner_hole_9_9               26    26    26 
Check_spec~30.T_node~0.repairNode_0_0~0.inner_hole_10_10             27    27    27 
Check_spec~30.VTBI_Total                                              1     1     1 
Check_spec~30.Volume_Infused                                          0     0     0 
Check_spec~30.const_hole_1_1                                          8     8     8 
Check_spec~30.const_hole_3_3                                        256   256   256 
Check_spec~30.const_hole_6_6                                          0     0     0 
Check_spec~30.const_hole_8_8                                         23    23    23 
Check_spec~30.inner_hole_0_0                                          6     6     6 
Check_spec~30.inner_hole_2_2                                         17    17    17 
Check_spec~30.inner_hole_4_4                                          1     1     1 
Check_spec~30.inner_hole_5_5                                          6     6     6 
Check_spec~30.inner_hole_7_7                                         15    15    15 
Check_spec~30.inner_hole_9_9                                         26    26    26 
Check_spec~30.inner_hole_10_10                                       27    27    27 
Check_spec~30.k                                                       0     0     0 
Check_spec~30.p1                                                  false false false 
Check_spec~30.step                                                    0     1     2 
Check_spec~30.stepOK                                              false  true  true 
Check_spec~31.Actual_Infusion_Duration                               42    42    42 
Check_spec~31.Commanded_Flow_Rate                                     0     0     0 
Check_spec~31.Configured                                              1     1     1 
Check_spec~31.Current_System_Mode                                    -1    -1    -1 
Check_spec~31.Duration_Intermittent_Bolus                             1     1     1 
Check_spec~31.Duration_Patient_Bolus                                  2     2     2 
Check_spec~31.Entered_Reservoir_Volume                                0     0     0 
Check_spec~31.Flow_Rate_Basal                                         0     0     0 
Check_spec~31.Flow_Rate_Intermittent_Bolus                            0     0     0 
Check_spec~31.Flow_Rate_KVO                                           1     1     1 
Check_spec~31.Flow_Rate_Patient_Bolus                                 0     0     0 
Check_spec~31.H_discovery~0.in                                    false  true  true 
Check_spec~31.H_discovery~0.out                                   false false false 
Check_spec~31.Highest_Level_Alarm                                     5     5     5 
Check_spec~31.Infusion_Cancel                                      true  true  true 
Check_spec~31.Infusion_Inhibit                                     true  true  true 
Check_spec~31.Infusion_Initiate                                    true  true  true 
Check_spec~31.Infusion_Total_Duration                                 2     2     2 
Check_spec~31.Interval_Intermittent_Bolus                             1     1     1 
Check_spec~31.Lockout_Period_Patient_Bolus                            2     2     2 
Check_spec~31.Log_Message_ID                                         41    41    41 
Check_spec~31.Max_Number_of_Patient_Bolus                             1     1     1 
Check_spec~31.New_Infusion                                        false false false 
Check_spec~31.Patient_Bolus_Request                                true  true  true 
Check_spec~31.Reservoir_Empty                                      true  true  true 
Check_spec~31.System_On                                            true  true  true 
Check_spec~31.T_node~0.Actual_Infusion_Duration                      42    42    42 
Check_spec~31.T_node~0.Commanded_Flow_Rate                            0     0     0 
Check_spec~31.T_node~0.Configured                                     1     1     1 
Check_spec~31.T_node~0.Current_System_Mode                           -1    -1    -1 
Check_spec~31.T_node~0.Duration_Intermittent_Bolus                    1     1     1 
Check_spec~31.T_node~0.Duration_Patient_Bolus                         2     2     2 
Check_spec~31.T_node~0.Entered_Reservoir_Volume                       0     0     0 
Check_spec~31.T_node~0.Flow_Rate_Basal                                0     0     0 
Check_spec~31.T_node~0.Flow_Rate_Intermittent_Bolus                   0     0     0 
Check_spec~31.T_node~0.Flow_Rate_KVO                                  1     1     1 
Check_spec~31.T_node~0.Flow_Rate_Patient_Bolus                        0     0     0 
Check_spec~31.T_node~0.Highest_Level_Alarm                            5     5     5 
Check_spec~31.T_node~0.Infusion_Cancel                             true  true  true 
Check_spec~31.T_node~0.Infusion_Inhibit                            true  true  true 
Check_spec~31.T_node~0.Infusion_Initiate                           true  true  true 
Check_spec~31.T_node~0.Infusion_Total_Duration                        2     2     2 
Check_spec~31.T_node~0.Interval_Intermittent_Bolus                    1     1     1 
Check_spec~31.T_node~0.Lockout_Period_Patient_Bolus                   2     2     2 
Check_spec~31.T_node~0.Log_Message_ID                                41    41    41 
Check_spec~31.T_node~0.Max_Number_of_Patient_Bolus                    1     1     1 
Check_spec~31.T_node~0.New_Infusion                               false false false 
Check_spec~31.T_node~0.Patient_Bolus_Request                       true  true  true 
Check_spec~31.T_node~0.Reservoir_Empty                             true  true  true 
Check_spec~31.T_node~0.System_On                                   true  true  true 
Check_spec~31.T_node~0.VTBI_Total                                     1     1     1 
Check_spec~31.T_node~0.Volume_Infused                                 0     0     0 
Check_spec~31.T_node~0.const_hole_1_1                                 8     8     8 
Check_spec~31.T_node~0.const_hole_3_3                               256   256   256 
Check_spec~31.T_node~0.const_hole_6_6                                 0     0     0 
Check_spec~31.T_node~0.const_hole_8_8                                23    23    23 
Check_spec~31.T_node~0.inner_hole_0_0                                 6     6     6 
Check_spec~31.T_node~0.inner_hole_2_2                                17    17    17 
Check_spec~31.T_node~0.inner_hole_4_4                                 1     1     1 
Check_spec~31.T_node~0.inner_hole_5_5                                 6     6     6 
Check_spec~31.T_node~0.inner_hole_7_7                                15    15    15 
Check_spec~31.T_node~0.inner_hole_9_9                                26    26    26 
Check_spec~31.T_node~0.inner_hole_10_10                              27    27    27 
Check_spec~31.T_node~0.p1                                         false false false 
Check_spec~31.T_node~0.repairNode_0_0~0.Commanded_Flow_Rate           0     0     0 
Check_spec~31.T_node~0.repairNode_0_0~0.Current_System_Mode          -1    -1    -1 
Check_spec~31.T_node~0.repairNode_0_0~0.R                         false false false 
Check_spec~31.T_node~0.repairNode_0_0~0.R_l                        true  true  true 
Check_spec~31.T_node~0.repairNode_0_0~0.R_l_l                      true  true  true 
Check_spec~31.T_node~0.repairNode_0_0~0.R_l_r                      true  true  true 
Check_spec~31.T_node~0.repairNode_0_0~0.R_r                        true  true  true 
Check_spec~31.T_node~0.repairNode_0_0~0.R_r_l                      true  true  true 
Check_spec~31.T_node~0.repairNode_0_0~0.R_r_r                     false false false 
Check_spec~31.T_node~0.repairNode_0_0~0.System_On                  true  true  true 
Check_spec~31.T_node~0.repairNode_0_0~0.const_hole_1_1                8     8     8 
Check_spec~31.T_node~0.repairNode_0_0~0.const_hole_3_3              256   256   256 
Check_spec~31.T_node~0.repairNode_0_0~0.const_hole_6_6                0     0     0 
Check_spec~31.T_node~0.repairNode_0_0~0.const_hole_8_8               23    23    23 
Check_spec~31.T_node~0.repairNode_0_0~0.inner_hole_0_0                6     6     6 
Check_spec~31.T_node~0.repairNode_0_0~0.inner_hole_2_2               17    17    17 
Check_spec~31.T_node~0.repairNode_0_0~0.inner_hole_4_4                1     1     1 
Check_spec~31.T_node~0.repairNode_0_0~0.inner_hole_5_5                6     6     6 
Check_spec~31.T_node~0.repairNode_0_0~0.inner_hole_7_7               15    15    15 
Check_spec~31.T_node~0.repairNode_0_0~0.inner_hole_9_9               26    26    26 
Check_spec~31.T_node~0.repairNode_0_0~0.inner_hole_10_10             27    27    27 
Check_spec~31.VTBI_Total                                              1     1     1 
Check_spec~31.Volume_Infused                                          0     0     0 
Check_spec~31.const_hole_1_1                                          8     8     8 
Check_spec~31.const_hole_3_3                                        256   256   256 
Check_spec~31.const_hole_6_6                                          0     0     0 
Check_spec~31.const_hole_8_8                                         23    23    23 
Check_spec~31.inner_hole_0_0                                          6     6     6 
Check_spec~31.inner_hole_2_2                                         17    17    17 
Check_spec~31.inner_hole_4_4                                          1     1     1 
Check_spec~31.inner_hole_5_5                                          6     6     6 
Check_spec~31.inner_hole_7_7                                         15    15    15 
Check_spec~31.inner_hole_9_9                                         26    26    26 
Check_spec~31.inner_hole_10_10                                       27    27    27 
Check_spec~31.k                                                       0     0     0 
Check_spec~31.p1                                                  false false false 
Check_spec~31.step                                                    0     1     2 
Check_spec~31.stepOK                                              false  true  true 
Check_spec~32.Actual_Infusion_Duration                               43    43    43 
Check_spec~32.Commanded_Flow_Rate                                    41    41    41 
Check_spec~32.Configured                                              1     1     1 
Check_spec~32.Current_System_Mode                                     5     5     5 
Check_spec~32.Duration_Intermittent_Bolus                             2     2     2 
Check_spec~32.Duration_Patient_Bolus                                  0     0     0 
Check_spec~32.Entered_Reservoir_Volume                                0     0     0 
Check_spec~32.Flow_Rate_Basal                                         0     0     0 
Check_spec~32.Flow_Rate_Intermittent_Bolus                            0     0     0 
Check_spec~32.Flow_Rate_KVO                                           1     1     1 
Check_spec~32.Flow_Rate_Patient_Bolus                                 1     1     1 
Check_spec~32.H_discovery~0.in                                    false  true  true 
Check_spec~32.H_discovery~0.out                                   false false false 
Check_spec~32.Highest_Level_Alarm                                     3     3     3 
Check_spec~32.Infusion_Cancel                                     false false false 
Check_spec~32.Infusion_Inhibit                                     true  true  true 
Check_spec~32.Infusion_Initiate                                   false false false 
Check_spec~32.Infusion_Total_Duration                                 2     2     2 
Check_spec~32.Interval_Intermittent_Bolus                             1     1     1 
Check_spec~32.Lockout_Period_Patient_Bolus                            2     2     2 
Check_spec~32.Log_Message_ID                                         42    42    42 
Check_spec~32.Max_Number_of_Patient_Bolus                             1     1     1 
Check_spec~32.New_Infusion                                        false false false 
Check_spec~32.Patient_Bolus_Request                                true  true  true 
Check_spec~32.Reservoir_Empty                                     false false false 
Check_spec~32.System_On                                           false false false 
Check_spec~32.T_node~0.Actual_Infusion_Duration                      43    43    43 
Check_spec~32.T_node~0.Commanded_Flow_Rate                           41    41    41 
Check_spec~32.T_node~0.Configured                                     1     1     1 
Check_spec~32.T_node~0.Current_System_Mode                            5     5     5 
Check_spec~32.T_node~0.Duration_Intermittent_Bolus                    2     2     2 
Check_spec~32.T_node~0.Duration_Patient_Bolus                         0     0     0 
Check_spec~32.T_node~0.Entered_Reservoir_Volume                       0     0     0 
Check_spec~32.T_node~0.Flow_Rate_Basal                                0     0     0 
Check_spec~32.T_node~0.Flow_Rate_Intermittent_Bolus                   0     0     0 
Check_spec~32.T_node~0.Flow_Rate_KVO                                  1     1     1 
Check_spec~32.T_node~0.Flow_Rate_Patient_Bolus                        1     1     1 
Check_spec~32.T_node~0.Highest_Level_Alarm                            3     3     3 
Check_spec~32.T_node~0.Infusion_Cancel                            false false false 
Check_spec~32.T_node~0.Infusion_Inhibit                            true  true  true 
Check_spec~32.T_node~0.Infusion_Initiate                          false false false 
Check_spec~32.T_node~0.Infusion_Total_Duration                        2     2     2 
Check_spec~32.T_node~0.Interval_Intermittent_Bolus                    1     1     1 
Check_spec~32.T_node~0.Lockout_Period_Patient_Bolus                   2     2     2 
Check_spec~32.T_node~0.Log_Message_ID                                42    42    42 
Check_spec~32.T_node~0.Max_Number_of_Patient_Bolus                    1     1     1 
Check_spec~32.T_node~0.New_Infusion                               false false false 
Check_spec~32.T_node~0.Patient_Bolus_Request                       true  true  true 
Check_spec~32.T_node~0.Reservoir_Empty                            false false false 
Check_spec~32.T_node~0.System_On                                  false false false 
Check_spec~32.T_node~0.VTBI_Total                                     1     1     1 
Check_spec~32.T_node~0.Volume_Infused                                 0     0     0 
Check_spec~32.T_node~0.const_hole_1_1                                 8     8     8 
Check_spec~32.T_node~0.const_hole_3_3                               256   256   256 
Check_spec~32.T_node~0.const_hole_6_6                                 0     0     0 
Check_spec~32.T_node~0.const_hole_8_8                                23    23    23 
Check_spec~32.T_node~0.inner_hole_0_0                                 6     6     6 
Check_spec~32.T_node~0.inner_hole_2_2                                17    17    17 
Check_spec~32.T_node~0.inner_hole_4_4                                 1     1     1 
Check_spec~32.T_node~0.inner_hole_5_5                                 6     6     6 
Check_spec~32.T_node~0.inner_hole_7_7                                15    15    15 
Check_spec~32.T_node~0.inner_hole_9_9                                26    26    26 
Check_spec~32.T_node~0.inner_hole_10_10                              27    27    27 
Check_spec~32.T_node~0.p1                                         false false false 
Check_spec~32.T_node~0.repairNode_0_0~0.Commanded_Flow_Rate          41    41    41 
Check_spec~32.T_node~0.repairNode_0_0~0.Current_System_Mode           5     5     5 
Check_spec~32.T_node~0.repairNode_0_0~0.R                         false false false 
Check_spec~32.T_node~0.repairNode_0_0~0.R_l                       false false false 
Check_spec~32.T_node~0.repairNode_0_0~0.R_l_l                      true  true  true 
Check_spec~32.T_node~0.repairNode_0_0~0.R_l_r                     false false false 
Check_spec~32.T_node~0.repairNode_0_0~0.R_r                       false false false 
Check_spec~32.T_node~0.repairNode_0_0~0.R_r_l                     false false false 
Check_spec~32.T_node~0.repairNode_0_0~0.R_r_r                     false false false 
Check_spec~32.T_node~0.repairNode_0_0~0.System_On                 false false false 
Check_spec~32.T_node~0.repairNode_0_0~0.const_hole_1_1                8     8     8 
Check_spec~32.T_node~0.repairNode_0_0~0.const_hole_3_3              256   256   256 
Check_spec~32.T_node~0.repairNode_0_0~0.const_hole_6_6                0     0     0 
Check_spec~32.T_node~0.repairNode_0_0~0.const_hole_8_8               23    23    23 
Check_spec~32.T_node~0.repairNode_0_0~0.inner_hole_0_0                6     6     6 
Check_spec~32.T_node~0.repairNode_0_0~0.inner_hole_2_2               17    17    17 
Check_spec~32.T_node~0.repairNode_0_0~0.inner_hole_4_4                1     1     1 
Check_spec~32.T_node~0.repairNode_0_0~0.inner_hole_5_5                6     6     6 
Check_spec~32.T_node~0.repairNode_0_0~0.inner_hole_7_7               15    15    15 
Check_spec~32.T_node~0.repairNode_0_0~0.inner_hole_9_9               26    26    26 
Check_spec~32.T_node~0.repairNode_0_0~0.inner_hole_10_10             27    27    27 
Check_spec~32.VTBI_Total                                              1     1     1 
Check_spec~32.Volume_Infused                                          0     0     0 
Check_spec~32.const_hole_1_1                                          8     8     8 
Check_spec~32.const_hole_3_3                                        256   256   256 
Check_spec~32.const_hole_6_6                                          0     0     0 
Check_spec~32.const_hole_8_8                                         23    23    23 
Check_spec~32.inner_hole_0_0                                          6     6     6 
Check_spec~32.inner_hole_2_2                                         17    17    17 
Check_spec~32.inner_hole_4_4                                          1     1     1 
Check_spec~32.inner_hole_5_5                                          6     6     6 
Check_spec~32.inner_hole_7_7                                         15    15    15 
Check_spec~32.inner_hole_9_9                                         26    26    26 
Check_spec~32.inner_hole_10_10                                       27    27    27 
Check_spec~32.k                                                       0     0     0 
Check_spec~32.p1                                                  false false false 
Check_spec~32.step                                                    0     1     2 
Check_spec~32.stepOK                                              false  true  true 
Check_spec~33.Actual_Infusion_Duration                               44    44    44 
Check_spec~33.Commanded_Flow_Rate                                    38    38    38 
Check_spec~33.Configured                                              1     1     1 
Check_spec~33.Current_System_Mode                                     9     9     9 
Check_spec~33.Duration_Intermittent_Bolus                             1     1     1 
Check_spec~33.Duration_Patient_Bolus                                  2     2     2 
Check_spec~33.Entered_Reservoir_Volume                                0     0     0 
Check_spec~33.Flow_Rate_Basal                                         0     0     0 
Check_spec~33.Flow_Rate_Intermittent_Bolus                            0     0     0 
Check_spec~33.Flow_Rate_KVO                                           1     1     1 
Check_spec~33.Flow_Rate_Patient_Bolus                                 0     0     0 
Check_spec~33.H_discovery~0.in                                    false  true  true 
Check_spec~33.H_discovery~0.out                                   false false false 
Check_spec~33.Highest_Level_Alarm                                     5     5     5 
Check_spec~33.Infusion_Cancel                                      true  true  true 
Check_spec~33.Infusion_Inhibit                                     true  true  true 
Check_spec~33.Infusion_Initiate                                    true  true  true 
Check_spec~33.Infusion_Total_Duration                                 2     2     2 
Check_spec~33.Interval_Intermittent_Bolus                             1     1     1 
Check_spec~33.Lockout_Period_Patient_Bolus                            2     2     2 
Check_spec~33.Log_Message_ID                                         43    43    43 
Check_spec~33.Max_Number_of_Patient_Bolus                             0     0     0 
Check_spec~33.New_Infusion                                        false false false 
Check_spec~33.Patient_Bolus_Request                                true  true  true 
Check_spec~33.Reservoir_Empty                                      true  true  true 
Check_spec~33.System_On                                            true  true  true 
Check_spec~33.T_node~0.Actual_Infusion_Duration                      44    44    44 
Check_spec~33.T_node~0.Commanded_Flow_Rate                           38    38    38 
Check_spec~33.T_node~0.Configured                                     1     1     1 
Check_spec~33.T_node~0.Current_System_Mode                            9     9     9 
Check_spec~33.T_node~0.Duration_Intermittent_Bolus                    1     1     1 
Check_spec~33.T_node~0.Duration_Patient_Bolus                         2     2     2 
Check_spec~33.T_node~0.Entered_Reservoir_Volume                       0     0     0 
Check_spec~33.T_node~0.Flow_Rate_Basal                                0     0     0 
Check_spec~33.T_node~0.Flow_Rate_Intermittent_Bolus                   0     0     0 
Check_spec~33.T_node~0.Flow_Rate_KVO                                  1     1     1 
Check_spec~33.T_node~0.Flow_Rate_Patient_Bolus                        0     0     0 
Check_spec~33.T_node~0.Highest_Level_Alarm                            5     5     5 
Check_spec~33.T_node~0.Infusion_Cancel                             true  true  true 
Check_spec~33.T_node~0.Infusion_Inhibit                            true  true  true 
Check_spec~33.T_node~0.Infusion_Initiate                           true  true  true 
Check_spec~33.T_node~0.Infusion_Total_Duration                        2     2     2 
Check_spec~33.T_node~0.Interval_Intermittent_Bolus                    1     1     1 
Check_spec~33.T_node~0.Lockout_Period_Patient_Bolus                   2     2     2 
Check_spec~33.T_node~0.Log_Message_ID                                43    43    43 
Check_spec~33.T_node~0.Max_Number_of_Patient_Bolus                    0     0     0 
Check_spec~33.T_node~0.New_Infusion                               false false false 
Check_spec~33.T_node~0.Patient_Bolus_Request                       true  true  true 
Check_spec~33.T_node~0.Reservoir_Empty                             true  true  true 
Check_spec~33.T_node~0.System_On                                   true  true  true 
Check_spec~33.T_node~0.VTBI_Total                                     1     1     1 
Check_spec~33.T_node~0.Volume_Infused                                 0     0     0 
Check_spec~33.T_node~0.const_hole_1_1                                 8     8     8 
Check_spec~33.T_node~0.const_hole_3_3                               256   256   256 
Check_spec~33.T_node~0.const_hole_6_6                                 0     0     0 
Check_spec~33.T_node~0.const_hole_8_8                                23    23    23 
Check_spec~33.T_node~0.inner_hole_0_0                                 6     6     6 
Check_spec~33.T_node~0.inner_hole_2_2                                17    17    17 
Check_spec~33.T_node~0.inner_hole_4_4                                 1     1     1 
Check_spec~33.T_node~0.inner_hole_5_5                                 6     6     6 
Check_spec~33.T_node~0.inner_hole_7_7                                15    15    15 
Check_spec~33.T_node~0.inner_hole_9_9                                26    26    26 
Check_spec~33.T_node~0.inner_hole_10_10                              27    27    27 
Check_spec~33.T_node~0.p1                                         false false false 
Check_spec~33.T_node~0.repairNode_0_0~0.Commanded_Flow_Rate          38    38    38 
Check_spec~33.T_node~0.repairNode_0_0~0.Current_System_Mode           9     9     9 
Check_spec~33.T_node~0.repairNode_0_0~0.R                         false false false 
Check_spec~33.T_node~0.repairNode_0_0~0.R_l                       false false false 
Check_spec~33.T_node~0.repairNode_0_0~0.R_l_l                     false false false 
Check_spec~33.T_node~0.repairNode_0_0~0.R_l_r                      true  true  true 
Check_spec~33.T_node~0.repairNode_0_0~0.R_r                       false false false 
Check_spec~33.T_node~0.repairNode_0_0~0.R_r_l                     false false false 
Check_spec~33.T_node~0.repairNode_0_0~0.R_r_r                     false false false 
Check_spec~33.T_node~0.repairNode_0_0~0.System_On                  true  true  true 
Check_spec~33.T_node~0.repairNode_0_0~0.const_hole_1_1                8     8     8 
Check_spec~33.T_node~0.repairNode_0_0~0.const_hole_3_3              256   256   256 
Check_spec~33.T_node~0.repairNode_0_0~0.const_hole_6_6                0     0     0 
Check_spec~33.T_node~0.repairNode_0_0~0.const_hole_8_8               23    23    23 
Check_spec~33.T_node~0.repairNode_0_0~0.inner_hole_0_0                6     6     6 
Check_spec~33.T_node~0.repairNode_0_0~0.inner_hole_2_2               17    17    17 
Check_spec~33.T_node~0.repairNode_0_0~0.inner_hole_4_4                1     1     1 
Check_spec~33.T_node~0.repairNode_0_0~0.inner_hole_5_5                6     6     6 
Check_spec~33.T_node~0.repairNode_0_0~0.inner_hole_7_7               15    15    15 
Check_spec~33.T_node~0.repairNode_0_0~0.inner_hole_9_9               26    26    26 
Check_spec~33.T_node~0.repairNode_0_0~0.inner_hole_10_10             27    27    27 
Check_spec~33.VTBI_Total                                              1     1     1 
Check_spec~33.Volume_Infused                                          0     0     0 
Check_spec~33.const_hole_1_1                                          8     8     8 
Check_spec~33.const_hole_3_3                                        256   256   256 
Check_spec~33.const_hole_6_6                                          0     0     0 
Check_spec~33.const_hole_8_8                                         23    23    23 
Check_spec~33.inner_hole_0_0                                          6     6     6 
Check_spec~33.inner_hole_2_2                                         17    17    17 
Check_spec~33.inner_hole_4_4                                          1     1     1 
Check_spec~33.inner_hole_5_5                                          6     6     6 
Check_spec~33.inner_hole_7_7                                         15    15    15 
Check_spec~33.inner_hole_9_9                                         26    26    26 
Check_spec~33.inner_hole_10_10                                       27    27    27 
Check_spec~33.k                                                       0     0     0 
Check_spec~33.p1                                                  false false false 
Check_spec~33.step                                                    0     1     2 
Check_spec~33.stepOK                                              false  true  true 
Check_spec~34.Actual_Infusion_Duration                               42    42    42 
Check_spec~34.Commanded_Flow_Rate                                    40    40    40 
Check_spec~34.Configured                                              1     1     1 
Check_spec~34.Current_System_Mode                                     3     3     3 
Check_spec~34.Duration_Intermittent_Bolus                             1     1     1 
Check_spec~34.Duration_Patient_Bolus                                  0     0     0 
Check_spec~34.Entered_Reservoir_Volume                                0     0     0 
Check_spec~34.Flow_Rate_Basal                                         0     0     0 
Check_spec~34.Flow_Rate_Intermittent_Bolus                            0     0     0 
Check_spec~34.Flow_Rate_KVO                                           1     1     1 
Check_spec~34.Flow_Rate_Patient_Bolus                                 0     0     0 
Check_spec~34.H_discovery~0.in                                    false  true  true 
Check_spec~34.H_discovery~0.out                                   false false false 
Check_spec~34.Highest_Level_Alarm                                     3     3     3 
Check_spec~34.Infusion_Cancel                                     false false false 
Check_spec~34.Infusion_Inhibit                                     true  true  true 
Check_spec~34.Infusion_Initiate                                   false false false 
Check_spec~34.Infusion_Total_Duration                                 2     2     2 
Check_spec~34.Interval_Intermittent_Bolus                             1     1     1 
Check_spec~34.Lockout_Period_Patient_Bolus                            2     2     2 
Check_spec~34.Log_Message_ID                                         41    41    41 
Check_spec~34.Max_Number_of_Patient_Bolus                             1     1     1 
Check_spec~34.New_Infusion                                        false false false 
Check_spec~34.Patient_Bolus_Request                                true  true  true 
Check_spec~34.Reservoir_Empty                                      true  true  true 
Check_spec~34.System_On                                           false false false 
Check_spec~34.T_node~0.Actual_Infusion_Duration                      42    42    42 
Check_spec~34.T_node~0.Commanded_Flow_Rate                           40    40    40 
Check_spec~34.T_node~0.Configured                                     1     1     1 
Check_spec~34.T_node~0.Current_System_Mode                            3     3     3 
Check_spec~34.T_node~0.Duration_Intermittent_Bolus                    1     1     1 
Check_spec~34.T_node~0.Duration_Patient_Bolus                         0     0     0 
Check_spec~34.T_node~0.Entered_Reservoir_Volume                       0     0     0 
Check_spec~34.T_node~0.Flow_Rate_Basal                                0     0     0 
Check_spec~34.T_node~0.Flow_Rate_Intermittent_Bolus                   0     0     0 
Check_spec~34.T_node~0.Flow_Rate_KVO                                  1     1     1 
Check_spec~34.T_node~0.Flow_Rate_Patient_Bolus                        0     0     0 
Check_spec~34.T_node~0.Highest_Level_Alarm                            3     3     3 
Check_spec~34.T_node~0.Infusion_Cancel                            false false false 
Check_spec~34.T_node~0.Infusion_Inhibit                            true  true  true 
Check_spec~34.T_node~0.Infusion_Initiate                          false false false 
Check_spec~34.T_node~0.Infusion_Total_Duration                        2     2     2 
Check_spec~34.T_node~0.Interval_Intermittent_Bolus                    1     1     1 
Check_spec~34.T_node~0.Lockout_Period_Patient_Bolus                   2     2     2 
Check_spec~34.T_node~0.Log_Message_ID                                41    41    41 
Check_spec~34.T_node~0.Max_Number_of_Patient_Bolus                    1     1     1 
Check_spec~34.T_node~0.New_Infusion                               false false false 
Check_spec~34.T_node~0.Patient_Bolus_Request                       true  true  true 
Check_spec~34.T_node~0.Reservoir_Empty                             true  true  true 
Check_spec~34.T_node~0.System_On                                  false false false 
Check_spec~34.T_node~0.VTBI_Total                                     1     1     1 
Check_spec~34.T_node~0.Volume_Infused                                 0     0     0 
Check_spec~34.T_node~0.const_hole_1_1                                 8     8     8 
Check_spec~34.T_node~0.const_hole_3_3                               256   256   256 
Check_spec~34.T_node~0.const_hole_6_6                                 0     0     0 
Check_spec~34.T_node~0.const_hole_8_8                                23    23    23 
Check_spec~34.T_node~0.inner_hole_0_0                                 6     6     6 
Check_spec~34.T_node~0.inner_hole_2_2                                17    17    17 
Check_spec~34.T_node~0.inner_hole_4_4                                 1     1     1 
Check_spec~34.T_node~0.inner_hole_5_5                                 6     6     6 
Check_spec~34.T_node~0.inner_hole_7_7                                15    15    15 
Check_spec~34.T_node~0.inner_hole_9_9                                26    26    26 
Check_spec~34.T_node~0.inner_hole_10_10                              27    27    27 
Check_spec~34.T_node~0.p1                                         false false false 
Check_spec~34.T_node~0.repairNode_0_0~0.Commanded_Flow_Rate          40    40    40 
Check_spec~34.T_node~0.repairNode_0_0~0.Current_System_Mode           3     3     3 
Check_spec~34.T_node~0.repairNode_0_0~0.R                         false false false 
Check_spec~34.T_node~0.repairNode_0_0~0.R_l                       false false false 
Check_spec~34.T_node~0.repairNode_0_0~0.R_l_l                      true  true  true 
Check_spec~34.T_node~0.repairNode_0_0~0.R_l_r                     false false false 
Check_spec~34.T_node~0.repairNode_0_0~0.R_r                       false false false 
Check_spec~34.T_node~0.repairNode_0_0~0.R_r_l                     false false false 
Check_spec~34.T_node~0.repairNode_0_0~0.R_r_r                     false false false 
Check_spec~34.T_node~0.repairNode_0_0~0.System_On                 false false false 
Check_spec~34.T_node~0.repairNode_0_0~0.const_hole_1_1                8     8     8 
Check_spec~34.T_node~0.repairNode_0_0~0.const_hole_3_3              256   256   256 
Check_spec~34.T_node~0.repairNode_0_0~0.const_hole_6_6                0     0     0 
Check_spec~34.T_node~0.repairNode_0_0~0.const_hole_8_8               23    23    23 
Check_spec~34.T_node~0.repairNode_0_0~0.inner_hole_0_0                6     6     6 
Check_spec~34.T_node~0.repairNode_0_0~0.inner_hole_2_2               17    17    17 
Check_spec~34.T_node~0.repairNode_0_0~0.inner_hole_4_4                1     1     1 
Check_spec~34.T_node~0.repairNode_0_0~0.inner_hole_5_5                6     6     6 
Check_spec~34.T_node~0.repairNode_0_0~0.inner_hole_7_7               15    15    15 
Check_spec~34.T_node~0.repairNode_0_0~0.inner_hole_9_9               26    26    26 
Check_spec~34.T_node~0.repairNode_0_0~0.inner_hole_10_10             27    27    27 
Check_spec~34.VTBI_Total                                              1     1     1 
Check_spec~34.Volume_Infused                                          0     0     0 
Check_spec~34.const_hole_1_1                                          8     8     8 
Check_spec~34.const_hole_3_3                                        256   256   256 
Check_spec~34.const_hole_6_6                                          0     0     0 
